metric,latest_month,latest_value,last_12m_avg
total_sales,2024-12,2978757.0,2724612.75
yoy_growth_pct,2024-12,5.19220066334054,2.7328851715518927
mom_growth_pct,2024-12,5.593397162464386,0.5306024146345327
top5_state_growth_share_pct,2024-12,27.998785004605224,40.74993853828482
