date,state,region,industry,yoy_pct
2022-01,AK,West,Clothing & Accessories,0.7
2022-01,AK,West,Electronics & Appliances,-5.3
2022-01,AK,West,Food & Beverage Stores,12.9
2022-01,AK,West,General Merchandise,14.5
2022-01,AK,West,Motor Vehicles & Parts,-8.6
2022-01,AK,West,Other Specialty Retail,7.366666666666667
2022-01,AL,South,Clothing & Accessories,-1.7
2022-01,AL,South,Electronics & Appliances,-7.0
2022-01,AL,South,Food & Beverage Stores,18.3
2022-01,AL,South,General Merchandise,-6.2
2022-01,AL,South,Motor Vehicles & Parts,15.1
2022-01,AL,South,Other Specialty Retail,10.34
2022-01,AR,South,Clothing & Accessories,11.3
2022-01,AR,South,Electronics & Appliances,-1.1
2022-01,AR,South,Food & Beverage Stores,5.4
2022-01,AR,South,General Merchandise,-6.2
2022-01,AR,South,Motor Vehicles & Parts,18.0
2022-01,AR,South,Other Specialty Retail,2.8333333333333326
2022-01,AZ,West,Clothing & Accessories,19.1
2022-01,AZ,West,Electronics & Appliances,5.4
2022-01,AZ,West,Food & Beverage Stores,8.0
2022-01,AZ,West,General Merchandise,19.6
2022-01,AZ,West,Motor Vehicles & Parts,12.3
2022-01,AZ,West,Other Specialty Retail,10.700000000000001
2022-01,CA,West,Clothing & Accessories,29.1
2022-01,CA,West,Electronics & Appliances,3.2
2022-01,CA,West,Food & Beverage Stores,3.3
2022-01,CA,West,General Merchandise,16.9
2022-01,CA,West,Motor Vehicles & Parts,13.8
2022-01,CA,West,Other Specialty Retail,9.683333333333334
2022-01,CO,West,Clothing & Accessories,16.5
2022-01,CO,West,Electronics & Appliances,3.9
2022-01,CO,West,Food & Beverage Stores,3.6
2022-01,CO,West,General Merchandise,16.1
2022-01,CO,West,Motor Vehicles & Parts,4.7
2022-01,CO,West,Other Specialty Retail,10.75
2022-01,CT,Northeast,Clothing & Accessories,14.1
2022-01,CT,Northeast,Electronics & Appliances,1.5
2022-01,CT,Northeast,Food & Beverage Stores,5.7
2022-01,CT,Northeast,General Merchandise,-8.2
2022-01,CT,Northeast,Motor Vehicles & Parts,8.6
2022-01,CT,Northeast,Other Specialty Retail,4.883333333333334
2022-01,DC,South,Clothing & Accessories,-2.7
2022-01,DC,South,Electronics & Appliances,24.8
2022-01,DC,South,Food & Beverage Stores,11.1
2022-01,DC,South,General Merchandise,7.4
2022-01,DC,South,Motor Vehicles & Parts,19.2
2022-01,DC,South,Other Specialty Retail,12.616666666666665
2022-01,DE,South,Clothing & Accessories,11.9
2022-01,DE,South,Electronics & Appliances,-2.7
2022-01,DE,South,Food & Beverage Stores,4.6
2022-01,DE,South,General Merchandise,-1.8
2022-01,DE,South,Motor Vehicles & Parts,1.5
2022-01,DE,South,Other Specialty Retail,15.059999999999999
2022-01,FL,South,Clothing & Accessories,16.9
2022-01,FL,South,Electronics & Appliances,7.5
2022-01,FL,South,Food & Beverage Stores,10.6
2022-01,FL,South,General Merchandise,15.1
2022-01,FL,South,Motor Vehicles & Parts,16.2
2022-01,FL,South,Other Specialty Retail,7.0
2022-01,GA,South,Clothing & Accessories,13.7
2022-01,GA,South,Electronics & Appliances,6.0
2022-01,GA,South,Food & Beverage Stores,9.7
2022-01,GA,South,General Merchandise,4.5
2022-01,GA,South,Motor Vehicles & Parts,13.7
2022-01,GA,South,Other Specialty Retail,8.783333333333333
2022-01,HI,West,Clothing & Accessories,10.5
2022-01,HI,West,Electronics & Appliances,6.4
2022-01,HI,West,Food & Beverage Stores,3.4
2022-01,HI,West,General Merchandise,2.1
2022-01,HI,West,Motor Vehicles & Parts,4.6
2022-01,HI,West,Other Specialty Retail,5.639999999999999
2022-01,IA,Midwest,Clothing & Accessories,20.9
2022-01,IA,Midwest,Electronics & Appliances,3.6
2022-01,IA,Midwest,Food & Beverage Stores,12.5
2022-01,IA,Midwest,General Merchandise,-2.2
2022-01,IA,Midwest,Motor Vehicles & Parts,10.8
2022-01,IA,Midwest,Other Specialty Retail,11.783333333333333
2022-01,ID,West,Clothing & Accessories,14.8
2022-01,ID,West,Electronics & Appliances,-5.8
2022-01,ID,West,Food & Beverage Stores,11.2
2022-01,ID,West,General Merchandise,23.1
2022-01,ID,West,Motor Vehicles & Parts,3.8
2022-01,ID,West,Other Specialty Retail,19.116666666666667
2022-01,IL,Midwest,Clothing & Accessories,11.0
2022-01,IL,Midwest,Electronics & Appliances,1.0
2022-01,IL,Midwest,Food & Beverage Stores,5.9
2022-01,IL,Midwest,General Merchandise,0.2
2022-01,IL,Midwest,Motor Vehicles & Parts,22.7
2022-01,IL,Midwest,Other Specialty Retail,13.416666666666666
2022-01,IN,Midwest,Clothing & Accessories,13.2
2022-01,IN,Midwest,Electronics & Appliances,3.1
2022-01,IN,Midwest,Food & Beverage Stores,5.8
2022-01,IN,Midwest,General Merchandise,4.4
2022-01,IN,Midwest,Motor Vehicles & Parts,14.9
2022-01,IN,Midwest,Other Specialty Retail,7.516666666666667
2022-01,KS,Midwest,Clothing & Accessories,13.2
2022-01,KS,Midwest,Electronics & Appliances,2.4
2022-01,KS,Midwest,Food & Beverage Stores,1.8
2022-01,KS,Midwest,General Merchandise,1.5
2022-01,KS,Midwest,Motor Vehicles & Parts,6.5
2022-01,KS,Midwest,Other Specialty Retail,7.516666666666667
2022-01,KY,South,Clothing & Accessories,6.4
2022-01,KY,South,Electronics & Appliances,3.0
2022-01,KY,South,Food & Beverage Stores,3.1
2022-01,KY,South,General Merchandise,-9.1
2022-01,KY,South,Motor Vehicles & Parts,18.0
2022-01,KY,South,Other Specialty Retail,8.616666666666667
2022-01,LA,South,Clothing & Accessories,8.3
2022-01,LA,South,Electronics & Appliances,4.4
2022-01,LA,South,Food & Beverage Stores,7.9
2022-01,LA,South,General Merchandise,-2.3
2022-01,LA,South,Motor Vehicles & Parts,12.4
2022-01,LA,South,Other Specialty Retail,5.599999999999999
2022-01,MA,Northeast,Clothing & Accessories,7.4
2022-01,MA,Northeast,Electronics & Appliances,0.1
2022-01,MA,Northeast,Food & Beverage Stores,6.0
2022-01,MA,Northeast,General Merchandise,-5.0
2022-01,MA,Northeast,Motor Vehicles & Parts,12.4
2022-01,MA,Northeast,Other Specialty Retail,11.85
2022-01,MD,South,Clothing & Accessories,15.5
2022-01,MD,South,Electronics & Appliances,3.5
2022-01,MD,South,Food & Beverage Stores,9.9
2022-01,MD,South,General Merchandise,0.6
2022-01,MD,South,Motor Vehicles & Parts,7.6
2022-01,MD,South,Other Specialty Retail,10.166666666666666
2022-01,ME,Northeast,Clothing & Accessories,10.6
2022-01,ME,Northeast,Electronics & Appliances,-7.6
2022-01,ME,Northeast,Food & Beverage Stores,8.0
2022-01,ME,Northeast,General Merchandise,-8.7
2022-01,ME,Northeast,Motor Vehicles & Parts,11.1
2022-01,ME,Northeast,Other Specialty Retail,17.5
2022-01,MI,Midwest,Clothing & Accessories,9.6
2022-01,MI,Midwest,Electronics & Appliances,2.5
2022-01,MI,Midwest,Food & Beverage Stores,2.5
2022-01,MI,Midwest,General Merchandise,8.5
2022-01,MI,Midwest,Motor Vehicles & Parts,18.8
2022-01,MI,Midwest,Other Specialty Retail,9.666666666666666
2022-01,MN,Midwest,Clothing & Accessories,12.7
2022-01,MN,Midwest,Electronics & Appliances,6.9
2022-01,MN,Midwest,Food & Beverage Stores,19.9
2022-01,MN,Midwest,General Merchandise,1.5
2022-01,MN,Midwest,Motor Vehicles & Parts,4.7
2022-01,MN,Midwest,Other Specialty Retail,9.45
2022-01,MO,Midwest,Clothing & Accessories,9.7
2022-01,MO,Midwest,Electronics & Appliances,0.9
2022-01,MO,Midwest,Food & Beverage Stores,5.0
2022-01,MO,Midwest,General Merchandise,-2.5
2022-01,MO,Midwest,Motor Vehicles & Parts,18.3
2022-01,MO,Midwest,Other Specialty Retail,9.549999999999999
2022-01,MS,South,Clothing & Accessories,1.0
2022-01,MS,South,Electronics & Appliances,7.7
2022-01,MS,South,Food & Beverage Stores,7.5
2022-01,MS,South,General Merchandise,-9.0
2022-01,MS,South,Motor Vehicles & Parts,4.1
2022-01,MS,South,Other Specialty Retail,10.25
2022-01,MT,West,Clothing & Accessories,11.8
2022-01,MT,West,Electronics & Appliances,-10.2
2022-01,MT,West,Food & Beverage Stores,8.3
2022-01,MT,West,General Merchandise,22.0
2022-01,MT,West,Motor Vehicles & Parts,13.9
2022-01,MT,West,Other Specialty Retail,8.959999999999999
2022-01,NC,South,Clothing & Accessories,8.0
2022-01,NC,South,Electronics & Appliances,8.0
2022-01,NC,South,Food & Beverage Stores,8.3
2022-01,NC,South,General Merchandise,-0.8
2022-01,NC,South,Motor Vehicles & Parts,11.6
2022-01,NC,South,Other Specialty Retail,10.950000000000001
2022-01,ND,Midwest,Clothing & Accessories,5.5
2022-01,ND,Midwest,Electronics & Appliances,9.4
2022-01,ND,Midwest,Food & Beverage Stores,-2.7
2022-01,ND,Midwest,General Merchandise,-11.9
2022-01,ND,Midwest,Motor Vehicles & Parts,1.4
2022-01,ND,Midwest,Other Specialty Retail,2.3666666666666667
2022-01,NE,Midwest,Clothing & Accessories,13.8
2022-01,NE,Midwest,Electronics & Appliances,10.8
2022-01,NE,Midwest,Food & Beverage Stores,5.8
2022-01,NE,Midwest,General Merchandise,5.2
2022-01,NE,Midwest,Motor Vehicles & Parts,6.6
2022-01,NE,Midwest,Other Specialty Retail,5.3500000000000005
2022-01,NH,Northeast,Clothing & Accessories,16.6
2022-01,NH,Northeast,Electronics & Appliances,-2.6
2022-01,NH,Northeast,Food & Beverage Stores,8.2
2022-01,NH,Northeast,General Merchandise,-3.1
2022-01,NH,Northeast,Motor Vehicles & Parts,16.5
2022-01,NH,Northeast,Other Specialty Retail,12.083333333333334
2022-01,NJ,Northeast,Clothing & Accessories,6.7
2022-01,NJ,Northeast,Electronics & Appliances,-2.0
2022-01,NJ,Northeast,Food & Beverage Stores,9.2
2022-01,NJ,Northeast,General Merchandise,2.5
2022-01,NJ,Northeast,Motor Vehicles & Parts,19.2
2022-01,NJ,Northeast,Other Specialty Retail,5.640000000000001
2022-01,NM,West,Clothing & Accessories,13.9
2022-01,NM,West,Electronics & Appliances,8.2
2022-01,NM,West,Food & Beverage Stores,7.8
2022-01,NM,West,General Merchandise,5.9
2022-01,NM,West,Motor Vehicles & Parts,13.4
2022-01,NM,West,Other Specialty Retail,9.383333333333335
2022-01,NV,West,Clothing & Accessories,17.6
2022-01,NV,West,Electronics & Appliances,3.9
2022-01,NV,West,Food & Beverage Stores,4.6
2022-01,NV,West,General Merchandise,19.3
2022-01,NV,West,Motor Vehicles & Parts,11.8
2022-01,NV,West,Other Specialty Retail,13.833333333333334
2022-01,NY,Northeast,Clothing & Accessories,16.1
2022-01,NY,Northeast,Electronics & Appliances,0.4
2022-01,NY,Northeast,Food & Beverage Stores,3.0
2022-01,NY,Northeast,General Merchandise,-4.5
2022-01,NY,Northeast,Motor Vehicles & Parts,12.3
2022-01,NY,Northeast,Other Specialty Retail,5.233333333333333
2022-01,OH,Midwest,Clothing & Accessories,3.6
2022-01,OH,Midwest,Electronics & Appliances,2.9
2022-01,OH,Midwest,Food & Beverage Stores,2.4
2022-01,OH,Midwest,General Merchandise,-2.4
2022-01,OH,Midwest,Motor Vehicles & Parts,11.8
2022-01,OH,Midwest,Other Specialty Retail,12.483333333333334
2022-01,OK,South,Clothing & Accessories,9.4
2022-01,OK,South,Electronics & Appliances,3.6
2022-01,OK,South,Food & Beverage Stores,7.7
2022-01,OK,South,General Merchandise,-5.2
2022-01,OK,South,Motor Vehicles & Parts,11.2
2022-01,OK,South,Other Specialty Retail,14.783333333333333
2022-01,OR,West,Clothing & Accessories,14.8
2022-01,OR,West,Electronics & Appliances,-15.8
2022-01,OR,West,Food & Beverage Stores,2.0
2022-01,OR,West,General Merchandise,11.9
2022-01,OR,West,Motor Vehicles & Parts,10.6
2022-01,OR,West,Other Specialty Retail,12.833333333333334
2022-01,PA,Northeast,Clothing & Accessories,9.8
2022-01,PA,Northeast,Electronics & Appliances,-4.7
2022-01,PA,Northeast,Food & Beverage Stores,2.3
2022-01,PA,Northeast,General Merchandise,-10.1
2022-01,PA,Northeast,Motor Vehicles & Parts,9.8
2022-01,PA,Northeast,Other Specialty Retail,8.799999999999999
2022-01,RI,Northeast,Clothing & Accessories,8.8
2022-01,RI,Northeast,Electronics & Appliances,15.9
2022-01,RI,Northeast,Food & Beverage Stores,1.1
2022-01,RI,Northeast,General Merchandise,-19.6
2022-01,RI,Northeast,Motor Vehicles & Parts,7.4
2022-01,RI,Northeast,Other Specialty Retail,11.76
2022-01,SC,South,Clothing & Accessories,4.6
2022-01,SC,South,Electronics & Appliances,7.5
2022-01,SC,South,Food & Beverage Stores,4.8
2022-01,SC,South,General Merchandise,-2.7
2022-01,SC,South,Motor Vehicles & Parts,11.5
2022-01,SC,South,Other Specialty Retail,10.583333333333334
2022-01,SD,Midwest,Clothing & Accessories,12.2
2022-01,SD,Midwest,Electronics & Appliances,0.9
2022-01,SD,Midwest,Food & Beverage Stores,3.8
2022-01,SD,Midwest,General Merchandise,6.7
2022-01,SD,Midwest,Motor Vehicles & Parts,-8.3
2022-01,SD,Midwest,Other Specialty Retail,12.966666666666667
2022-01,TN,South,Clothing & Accessories,17.1
2022-01,TN,South,Electronics & Appliances,-0.8
2022-01,TN,South,Food & Beverage Stores,22.3
2022-01,TN,South,General Merchandise,-7.9
2022-01,TN,South,Motor Vehicles & Parts,17.0
2022-01,TN,South,Other Specialty Retail,8.783333333333333
2022-01,TX,South,Clothing & Accessories,17.3
2022-01,TX,South,Electronics & Appliances,-1.0
2022-01,TX,South,Food & Beverage Stores,8.7
2022-01,TX,South,General Merchandise,8.0
2022-01,TX,South,Motor Vehicles & Parts,13.9
2022-01,TX,South,Other Specialty Retail,9.816666666666666
2022-01,UT,West,Clothing & Accessories,20.2
2022-01,UT,West,Electronics & Appliances,3.2
2022-01,UT,West,Food & Beverage Stores,10.5
2022-01,UT,West,General Merchandise,22.0
2022-01,UT,West,Motor Vehicles & Parts,10.0
2022-01,UT,West,Other Specialty Retail,12.916666666666666
2022-01,VA,South,Clothing & Accessories,10.2
2022-01,VA,South,Electronics & Appliances,0.3
2022-01,VA,South,Food & Beverage Stores,9.3
2022-01,VA,South,General Merchandise,2.9
2022-01,VA,South,Motor Vehicles & Parts,6.3
2022-01,VA,South,Other Specialty Retail,9.6
2022-01,VT,Northeast,Clothing & Accessories,-2.7
2022-01,VT,Northeast,Electronics & Appliances,-4.2
2022-01,VT,Northeast,Food & Beverage Stores,6.3
2022-01,VT,Northeast,General Merchandise,-9.8
2022-01,VT,Northeast,Motor Vehicles & Parts,
2022-01,VT,Northeast,Other Specialty Retail,10.66
2022-01,WA,West,Clothing & Accessories,10.1
2022-01,WA,West,Electronics & Appliances,5.6
2022-01,WA,West,Food & Beverage Stores,5.8
2022-01,WA,West,General Merchandise,14.4
2022-01,WA,West,Motor Vehicles & Parts,10.4
2022-01,WA,West,Other Specialty Retail,10.950000000000001
2022-01,WI,Midwest,Clothing & Accessories,13.6
2022-01,WI,Midwest,Electronics & Appliances,0.7
2022-01,WI,Midwest,Food & Beverage Stores,6.5
2022-01,WI,Midwest,General Merchandise,2.0
2022-01,WI,Midwest,Motor Vehicles & Parts,9.6
2022-01,WI,Midwest,Other Specialty Retail,10.633333333333335
2022-01,WV,South,Clothing & Accessories,7.4
2022-01,WV,South,Electronics & Appliances,9.4
2022-01,WV,South,Food & Beverage Stores,7.5
2022-01,WV,South,General Merchandise,-22.5
2022-01,WV,South,Motor Vehicles & Parts,8.8
2022-01,WV,South,Other Specialty Retail,15.1
2022-01,WY,West,Clothing & Accessories,16.9
2022-01,WY,West,Electronics & Appliances,-4.5
2022-01,WY,West,Food & Beverage Stores,5.7
2022-01,WY,West,General Merchandise,-12.6
2022-01,WY,West,Motor Vehicles & Parts,4.9
2022-01,WY,West,Other Specialty Retail,8.366666666666667
2022-02,AK,West,Clothing & Accessories,10.4
2022-02,AK,West,Electronics & Appliances,4.3
2022-02,AK,West,Food & Beverage Stores,13.5
2022-02,AK,West,General Merchandise,22.7
2022-02,AK,West,Motor Vehicles & Parts,-6.4
2022-02,AK,West,Other Specialty Retail,14.066666666666668
2022-02,AL,South,Clothing & Accessories,15.9
2022-02,AL,South,Electronics & Appliances,1.2
2022-02,AL,South,Food & Beverage Stores,21.5
2022-02,AL,South,General Merchandise,4.1
2022-02,AL,South,Motor Vehicles & Parts,22.9
2022-02,AL,South,Other Specialty Retail,16.22
2022-02,AR,South,Clothing & Accessories,21.9
2022-02,AR,South,Electronics & Appliances,5.7
2022-02,AR,South,Food & Beverage Stores,8.4
2022-02,AR,South,General Merchandise,6.6
2022-02,AR,South,Motor Vehicles & Parts,24.6
2022-02,AR,South,Other Specialty Retail,15.083333333333334
2022-02,AZ,West,Clothing & Accessories,26.4
2022-02,AZ,West,Electronics & Appliances,12.1
2022-02,AZ,West,Food & Beverage Stores,11.4
2022-02,AZ,West,General Merchandise,20.0
2022-02,AZ,West,Motor Vehicles & Parts,17.1
2022-02,AZ,West,Other Specialty Retail,17.3
2022-02,CA,West,Clothing & Accessories,25.3
2022-02,CA,West,Electronics & Appliances,10.1
2022-02,CA,West,Food & Beverage Stores,6.9
2022-02,CA,West,General Merchandise,15.8
2022-02,CA,West,Motor Vehicles & Parts,18.3
2022-02,CA,West,Other Specialty Retail,12.216666666666667
2022-02,CO,West,Clothing & Accessories,26.8
2022-02,CO,West,Electronics & Appliances,3.3
2022-02,CO,West,Food & Beverage Stores,5.2
2022-02,CO,West,General Merchandise,15.6
2022-02,CO,West,Motor Vehicles & Parts,8.2
2022-02,CO,West,Other Specialty Retail,16.316666666666666
2022-02,CT,Northeast,Clothing & Accessories,33.0
2022-02,CT,Northeast,Electronics & Appliances,11.9
2022-02,CT,Northeast,Food & Beverage Stores,1.8
2022-02,CT,Northeast,General Merchandise,10.0
2022-02,CT,Northeast,Motor Vehicles & Parts,13.0
2022-02,CT,Northeast,Other Specialty Retail,13.316666666666668
2022-02,DC,South,Clothing & Accessories,9.9
2022-02,DC,South,Electronics & Appliances,35.7
2022-02,DC,South,Food & Beverage Stores,7.1
2022-02,DC,South,General Merchandise,18.4
2022-02,DC,South,Motor Vehicles & Parts,22.9
2022-02,DC,South,Other Specialty Retail,20.283333333333335
2022-02,DE,South,Clothing & Accessories,30.8
2022-02,DE,South,Electronics & Appliances,4.4
2022-02,DE,South,Food & Beverage Stores,3.5
2022-02,DE,South,General Merchandise,15.5
2022-02,DE,South,Motor Vehicles & Parts,10.7
2022-02,DE,South,Other Specialty Retail,21.919999999999998
2022-02,FL,South,Clothing & Accessories,20.1
2022-02,FL,South,Electronics & Appliances,13.4
2022-02,FL,South,Food & Beverage Stores,11.2
2022-02,FL,South,General Merchandise,14.8
2022-02,FL,South,Motor Vehicles & Parts,19.8
2022-02,FL,South,Other Specialty Retail,12.883333333333335
2022-02,GA,South,Clothing & Accessories,20.3
2022-02,GA,South,Electronics & Appliances,14.7
2022-02,GA,South,Food & Beverage Stores,10.6
2022-02,GA,South,General Merchandise,8.9
2022-02,GA,South,Motor Vehicles & Parts,19.1
2022-02,GA,South,Other Specialty Retail,15.333333333333334
2022-02,HI,West,Clothing & Accessories,19.6
2022-02,HI,West,Electronics & Appliances,13.7
2022-02,HI,West,Food & Beverage Stores,5.5
2022-02,HI,West,General Merchandise,12.7
2022-02,HI,West,Motor Vehicles & Parts,8.5
2022-02,HI,West,Other Specialty Retail,11.440000000000001
2022-02,IA,Midwest,Clothing & Accessories,35.5
2022-02,IA,Midwest,Electronics & Appliances,9.8
2022-02,IA,Midwest,Food & Beverage Stores,16.5
2022-02,IA,Midwest,General Merchandise,8.2
2022-02,IA,Midwest,Motor Vehicles & Parts,15.4
2022-02,IA,Midwest,Other Specialty Retail,17.116666666666667
2022-02,ID,West,Clothing & Accessories,25.2
2022-02,ID,West,Electronics & Appliances,3.9
2022-02,ID,West,Food & Beverage Stores,13.2
2022-02,ID,West,General Merchandise,27.0
2022-02,ID,West,Motor Vehicles & Parts,8.2
2022-02,ID,West,Other Specialty Retail,23.8
2022-02,IL,Midwest,Clothing & Accessories,21.9
2022-02,IL,Midwest,Electronics & Appliances,10.5
2022-02,IL,Midwest,Food & Beverage Stores,8.4
2022-02,IL,Midwest,General Merchandise,7.4
2022-02,IL,Midwest,Motor Vehicles & Parts,26.7
2022-02,IL,Midwest,Other Specialty Retail,18.633333333333336
2022-02,IN,Midwest,Clothing & Accessories,23.7
2022-02,IN,Midwest,Electronics & Appliances,10.7
2022-02,IN,Midwest,Food & Beverage Stores,9.4
2022-02,IN,Midwest,General Merchandise,11.1
2022-02,IN,Midwest,Motor Vehicles & Parts,18.6
2022-02,IN,Midwest,Other Specialty Retail,13.766666666666666
2022-02,KS,Midwest,Clothing & Accessories,25.7
2022-02,KS,Midwest,Electronics & Appliances,8.4
2022-02,KS,Midwest,Food & Beverage Stores,4.3
2022-02,KS,Midwest,General Merchandise,10.6
2022-02,KS,Midwest,Motor Vehicles & Parts,10.8
2022-02,KS,Midwest,Other Specialty Retail,12.416666666666666
2022-02,KY,South,Clothing & Accessories,27.2
2022-02,KY,South,Electronics & Appliances,11.1
2022-02,KY,South,Food & Beverage Stores,5.4
2022-02,KY,South,General Merchandise,8.6
2022-02,KY,South,Motor Vehicles & Parts,22.0
2022-02,KY,South,Other Specialty Retail,15.483333333333334
2022-02,LA,South,Clothing & Accessories,21.4
2022-02,LA,South,Electronics & Appliances,13.8
2022-02,LA,South,Food & Beverage Stores,10.6
2022-02,LA,South,General Merchandise,11.2
2022-02,LA,South,Motor Vehicles & Parts,17.2
2022-02,LA,South,Other Specialty Retail,13.550000000000002
2022-02,MA,Northeast,Clothing & Accessories,26.9
2022-02,MA,Northeast,Electronics & Appliances,10.5
2022-02,MA,Northeast,Food & Beverage Stores,3.4
2022-02,MA,Northeast,General Merchandise,5.0
2022-02,MA,Northeast,Motor Vehicles & Parts,16.7
2022-02,MA,Northeast,Other Specialty Retail,15.433333333333332
2022-02,MD,South,Clothing & Accessories,35.9
2022-02,MD,South,Electronics & Appliances,12.0
2022-02,MD,South,Food & Beverage Stores,9.4
2022-02,MD,South,General Merchandise,18.1
2022-02,MD,South,Motor Vehicles & Parts,12.3
2022-02,MD,South,Other Specialty Retail,18.5
2022-02,ME,Northeast,Clothing & Accessories,33.9
2022-02,ME,Northeast,Electronics & Appliances,6.3
2022-02,ME,Northeast,Food & Beverage Stores,4.8
2022-02,ME,Northeast,General Merchandise,5.9
2022-02,ME,Northeast,Motor Vehicles & Parts,16.0
2022-02,ME,Northeast,Other Specialty Retail,23.666666666666668
2022-02,MI,Midwest,Clothing & Accessories,15.2
2022-02,MI,Midwest,Electronics & Appliances,10.2
2022-02,MI,Midwest,Food & Beverage Stores,7.9
2022-02,MI,Midwest,General Merchandise,15.8
2022-02,MI,Midwest,Motor Vehicles & Parts,22.7
2022-02,MI,Midwest,Other Specialty Retail,15.333333333333334
2022-02,MN,Midwest,Clothing & Accessories,25.3
2022-02,MN,Midwest,Electronics & Appliances,15.5
2022-02,MN,Midwest,Food & Beverage Stores,22.9
2022-02,MN,Midwest,General Merchandise,5.4
2022-02,MN,Midwest,Motor Vehicles & Parts,8.3
2022-02,MN,Midwest,Other Specialty Retail,15.6
2022-02,MO,Midwest,Clothing & Accessories,22.2
2022-02,MO,Midwest,Electronics & Appliances,6.4
2022-02,MO,Midwest,Food & Beverage Stores,7.3
2022-02,MO,Midwest,General Merchandise,5.6
2022-02,MO,Midwest,Motor Vehicles & Parts,22.8
2022-02,MO,Midwest,Other Specialty Retail,14.200000000000001
2022-02,MS,South,Clothing & Accessories,19.2
2022-02,MS,South,Electronics & Appliances,15.8
2022-02,MS,South,Food & Beverage Stores,10.8
2022-02,MS,South,General Merchandise,6.9
2022-02,MS,South,Motor Vehicles & Parts,11.3
2022-02,MS,South,Other Specialty Retail,18.466666666666665
2022-02,MT,West,Clothing & Accessories,25.5
2022-02,MT,West,Electronics & Appliances,-3.9
2022-02,MT,West,Food & Beverage Stores,11.5
2022-02,MT,West,General Merchandise,27.7
2022-02,MT,West,Motor Vehicles & Parts,17.9
2022-02,MT,West,Other Specialty Retail,16.380000000000003
2022-02,NC,South,Clothing & Accessories,24.0
2022-02,NC,South,Electronics & Appliances,17.1
2022-02,NC,South,Food & Beverage Stores,7.0
2022-02,NC,South,General Merchandise,10.5
2022-02,NC,South,Motor Vehicles & Parts,17.7
2022-02,NC,South,Other Specialty Retail,18.683333333333334
2022-02,ND,Midwest,Clothing & Accessories,18.8
2022-02,ND,Midwest,Electronics & Appliances,14.1
2022-02,ND,Midwest,Food & Beverage Stores,1.9
2022-02,ND,Midwest,General Merchandise,-5.0
2022-02,ND,Midwest,Motor Vehicles & Parts,4.3
2022-02,ND,Midwest,Other Specialty Retail,6.383333333333333
2022-02,NE,Midwest,Clothing & Accessories,28.1
2022-02,NE,Midwest,Electronics & Appliances,19.9
2022-02,NE,Midwest,Food & Beverage Stores,9.2
2022-02,NE,Midwest,General Merchandise,12.1
2022-02,NE,Midwest,Motor Vehicles & Parts,16.4
2022-02,NE,Midwest,Other Specialty Retail,15.65
2022-02,NH,Northeast,Clothing & Accessories,33.9
2022-02,NH,Northeast,Electronics & Appliances,8.5
2022-02,NH,Northeast,Food & Beverage Stores,8.0
2022-02,NH,Northeast,General Merchandise,9.7
2022-02,NH,Northeast,Motor Vehicles & Parts,23.8
2022-02,NH,Northeast,Other Specialty Retail,17.816666666666666
2022-02,NJ,Northeast,Clothing & Accessories,25.5
2022-02,NJ,Northeast,Electronics & Appliances,8.9
2022-02,NJ,Northeast,Food & Beverage Stores,9.4
2022-02,NJ,Northeast,General Merchandise,19.0
2022-02,NJ,Northeast,Motor Vehicles & Parts,26.0
2022-02,NJ,Northeast,Other Specialty Retail,13.940000000000001
2022-02,NM,West,Clothing & Accessories,19.9
2022-02,NM,West,Electronics & Appliances,16.0
2022-02,NM,West,Food & Beverage Stores,10.0
2022-02,NM,West,General Merchandise,10.2
2022-02,NM,West,Motor Vehicles & Parts,18.8
2022-02,NM,West,Other Specialty Retail,15.966666666666669
2022-02,NV,West,Clothing & Accessories,24.7
2022-02,NV,West,Electronics & Appliances,13.0
2022-02,NV,West,Food & Beverage Stores,7.0
2022-02,NV,West,General Merchandise,18.4
2022-02,NV,West,Motor Vehicles & Parts,15.6
2022-02,NV,West,Other Specialty Retail,17.916666666666668
2022-02,NY,Northeast,Clothing & Accessories,34.0
2022-02,NY,Northeast,Electronics & Appliances,9.6
2022-02,NY,Northeast,Food & Beverage Stores,2.7
2022-02,NY,Northeast,General Merchandise,6.4
2022-02,NY,Northeast,Motor Vehicles & Parts,18.7
2022-02,NY,Northeast,Other Specialty Retail,10.700000000000001
2022-02,OH,Midwest,Clothing & Accessories,13.1
2022-02,OH,Midwest,Electronics & Appliances,7.2
2022-02,OH,Midwest,Food & Beverage Stores,6.5
2022-02,OH,Midwest,General Merchandise,5.9
2022-02,OH,Midwest,Motor Vehicles & Parts,15.9
2022-02,OH,Midwest,Other Specialty Retail,19.166666666666668
2022-02,OK,South,Clothing & Accessories,25.2
2022-02,OK,South,Electronics & Appliances,10.4
2022-02,OK,South,Food & Beverage Stores,7.9
2022-02,OK,South,General Merchandise,5.4
2022-02,OK,South,Motor Vehicles & Parts,18.0
2022-02,OK,South,Other Specialty Retail,23.116666666666664
2022-02,OR,West,Clothing & Accessories,25.7
2022-02,OR,West,Electronics & Appliances,-1.7
2022-02,OR,West,Food & Beverage Stores,0.1
2022-02,OR,West,General Merchandise,20.6
2022-02,OR,West,Motor Vehicles & Parts,14.5
2022-02,OR,West,Other Specialty Retail,20.3
2022-02,PA,Northeast,Clothing & Accessories,24.7
2022-02,PA,Northeast,Electronics & Appliances,0.5
